Unique_id,job_42,household_type,studying,insee_code,Activity_type,age_2020,Qualification,Sex,target
12964,"csp_7_7","fm2_0",FALSE,"17409","tact21",94,"EDU2","Female","T"
12965,"csp_6_2","fm4_1",FALSE,"17409","tact11",34,"EDU3","Female","L"
12966,"csp_7_1","fm4_1",FALSE,"17410","tact21",92,"EDU1-1","Female","T"
12969,"csp_7_7","fm4_4",FALSE,"17414","tact21",66,"EDU1-3","Female","T"
12971,"csp_4_8","fm3_2",FALSE,"17414","tact12",27,"EDU1-8","Female","T"
12972,"csp_5_6","fm4_3",FALSE,"17414","tact11",60,"EDU1-3","Female","T"
12976,"csp_4_6","fm4_1",FALSE,"17414","tact11",36,"EDU1-6","Male","L"
12979,"csp_8_5","fm4_1",FALSE,"17415","tact25",22,"EDU1-3","Female","T"
12982,"csp_8_4","fm3_2",TRUE,"17415","tact22",17,"EDU1-2","Male","T"
12984,"csp_7_1","fm1_2",FALSE,"17415","tact21",71,"EDU1-1","Female","T"
12986,"csp_5_6","fm1_1",FALSE,"17415","tact11",49,"EDU1-6","Male","T"
12987,"csp_5_6","fm1_2",FALSE,"17415","tact11",45,"EDU1-2","Female","T"
12989,"csp_5_2","fm4_1",FALSE,"17415","tact11",57,"EDU1-6","Male","T"
12990,"csp_6_9","fm4_2",FALSE,"17415","tact11",66,"EDU2","Male","L"
12991,"csp_8_4","fm4_3",TRUE,"17415","tact22",18,"EDU1-2","Female","T"
12994,"csp_8_4","fm4_1",TRUE,"17415","tact22",17,"EDU3","Female","T"
12997,"csp_7_2","fm1_1",FALSE,"17415","tact21",91,"EDU1-1","Male","T"
13000,"csp_4_6","fm4_3",FALSE,"17415","tact11",73,"EDU1-3","Female","T"
13006,"csp_4_2","fm2_0",FALSE,"17415","tact11",63,"EDU1-3","Male","T"
13007,"csp_8_5","fm4_2",FALSE,"17415","tact24",48,"EDU1-7","Female","T"
13010,"csp_5_4","fm4_1",FALSE,"17415","tact11",46,"EDU1-5","Female","L"
13012,"csp_6_7","fm4_1",FALSE,"17415","tact11",53,"EDU1-3","Male","L"
13013,"csp_6_2","fm4_2",FALSE,"17415","tact11",27,"EDU1-5","Male","T"
13014,"csp_4_8","fm4_2",FALSE,"17415","tact11",50,"EDU1-6","Male","L"
13015,"csp_7_7","fm4_1",FALSE,"17415","tact21",73,"EDU1-2","Female","L"
13016,"csp_7_8","fm2_0",FALSE,"17415","tact21",60,"EDU1-5","Male","T"
13017,"csp_4_8","fm4_1",FALSE,"17415","tact11",55,"EDU1-4","Male","L"
13019,"csp_7_2","fm4_4",FALSE,"17415","tact21",80,"EDU1-3","Female","T"
13020,"csp_5_4","fm4_1",FALSE,"17417","tact11",32,"EDU1-8","Male","T"
13021,"csp_8_4","fm3_1",TRUE,"17420","tact22",19,"EDU1-2","Male","T"
13022,"csp_8_5","fm4_2",FALSE,"17420","tact25",51,"EDU1-7","Female","T"
13024,"csp_7_7","fm4_4",FALSE,"17421","tact21",76,"EDU1-1","Female","T"
13026,"csp_8_4","fm1_1",TRUE,"17421","tact22",20,"EDU1-4","Male","L"
13030,"csp_3_8","fm1_2",FALSE,"17421","tact11",44,"EDU1-8","Female","T"
13033,"csp_7_4","fm4_4",FALSE,"17421","tact21",71,"EDU1-3","Male","T"
13035,"csp_7_1","fm4_4",FALSE,"17425","tact21",85,"EDU1-1","Male","T"
13040,"csp_5_6","fm4_1",FALSE,"17429","tact11",52,"EDU1-3","Female","T"
13041,"csp_7_4","fm4_4",FALSE,"17429","tact21",75,"EDU1-8","Male","L"
13043,"csp_4_6","fm1_2",FALSE,"17433","tact11",49,"EDU1-5","Female","T"
13044,"csp_6_2","fm3_1",FALSE,"17434","tact11",23,"EDU3","Male","T"
13045,"csp_7_7","fm4_4",FALSE,"17434","tact21",92,"EDU1-2","Female","L"
13046,"csp_1_1","fm4_1",FALSE,"17434","tact11",53,"EDU1-3","Male","L"
13049,"csp_7_7","fm4_4",FALSE,"17434","tact21",68,"EDU1-1","Female","T"
13051,"csp_8_5","fm4_4",FALSE,"17434","tact25",51,"EDU1-4","Female","T"
13053,"csp_4_7","fm4_1",FALSE,"17434","tact11",50,"EDU1-6","Male","L"
13055,"csp_5_6","fm4_4",FALSE,"17434","tact12",59,"EDU3","Female","T"
13057,"csp_3_5","fm1_1",FALSE,"17434","tact11",38,"EDU1-7","Male","L"
13059,"csp_3_4","fm4_1",FALSE,"17436","tact11",44,"EDU1-9","Male","T"
13061,"csp_4_7","fm4_1",FALSE,"17436","tact11",48,"EDU1-6","Female","L"
13064,"csp_8_5","fm1_1",FALSE,"17439","tact25",37,"EDU1","Male","T"
13065,"csp_7_8","fm1_2",FALSE,"17441","tact21",70,"EDU1-3","Female","T"
13067,"csp_7_8","fm4_4",FALSE,"17441","tact21",77,"EDU1-3","Male","T"
13071,"csp_7_8","fm4_4",FALSE,"17444","tact21",77,"EDU1-3","Male","T"
13072,"csp_5_5","fm4_1",FALSE,"17444","tact11",50,"EDU1-3","Female","L"
13073,"csp_8_4","fm3_2",TRUE,"17444","tact22",17,"EDU1-2","Male","T"
13074,"csp_7_7","fm4_4",FALSE,"17447","tact21",68,"EDU1-8","Female","T"
13079,"csp_4_2","fm4_2",FALSE,"17449","tact11",47,"EDU1-7","Male","L"
13080,"csp_5_4","fm4_1",FALSE,"17449","tact11",45,"EDU1-4","Female","L"
13081,"csp_6_2","fm1_1",FALSE,"17449","tact11",38,"EDU1-6","Male","L"
13082,"csp_7_8","fm1_2",FALSE,"17449","tact21",90,"EDU1-6","Female","T"
13083,"csp_6_4","fm1_1",FALSE,"17449","tact11",49,"EDU1-3","Male","T"
13084,"csp_7_1","fm1_1",FALSE,"17449","tact21",80,"EDU2","Male","L"
13088,"csp_5_2","fm4_1",FALSE,"17449","tact11",47,"EDU1-4","Female","L"
13098,"csp_4_2","fm4_1",FALSE,"17451","tact11",37,"EDU1-8","Female","L"
13100,"csp_7_7","fm4_3",FALSE,"17452","tact21",60,"EDU1-1","Male","L"
13101,"csp_5_4","fm1_2",FALSE,"17452","tact12",60,"EDU1-4","Female","L"
13105,"csp_6_3","fm4_1",FALSE,"17452","tact11",44,"EDU2","Male","T"
13106,"csp_2_1","fm4_1",FALSE,"17452","tact11",48,"EDU1-7","Male","T"
13107,"csp_4_3","fm4_1",FALSE,"17452","tact12",23,"EDU1-4","Female","L"
13109,"csp_7_1","fm1_2",FALSE,"17453","tact21",97,"EDU2","Female","L"
13110,"csp_7_1","fm3_1",FALSE,"17453","tact21",92,"EDU1-1","Male","T"
13116,"csp_8_4","fm4_1",TRUE,"17460","tact22",17,"EDU3","Male","T"
13117,"csp_5_6","fm4_1",FALSE,"17461","tact11",39,"EDU1-7","Male","T"
13118,"csp_7_7","fm4_4",FALSE,"17461","tact21",73,"EDU1-3","Male","T"
13120,"csp_5_4","fm4_4",FALSE,"17461","tact11",41,"EDU1-6","Female","L"
13122,"csp_4_3","fm4_1",FALSE,"17463","tact11",25,"EDU1-7","Female","L"
13126,"csp_5_6","fm4_1",FALSE,"17466","tact11",47,"EDU1-1","Female","L"
13127,"csp_8_4","fm3_2",TRUE,"17466","tact22",21,"EDU1-2","Female","L"
13129,"csp_7_7","fm4_4",FALSE,"17466","tact21",64,"EDU1-3","Male","T"
13130,"csp_7_8","fm4_4",FALSE,"17466","tact21",82,"EDU1-1","Female","T"
13131,"csp_7_5","fm4_1",FALSE,"17467","tact21",89,"EDU1-5","Female","T"
13132,"csp_7_7","fm3_2",FALSE,"17469","tact21",69,"EDU1-3","Female","T"
13133,"csp_6_7","fm4_2",FALSE,"17472","tact12",46,"EDU1-3","Female","L"
13134,"csp_5_6","fm4_1",FALSE,"17472","tact11",56,"EDU1-4","Female","T"
13136,"csp_7_8","fm1_2",FALSE,"17474","tact21",69,"EDU1-2","Female","T"
13137,"csp_5_4","fm4_1",FALSE,"17476","tact11",61,"EDU1-5","Female","L"
13141,"csp_2_1","fm4_1",FALSE,"17483","tact11",49,"EDU1-3","Male","T"
13143,"csp_1_1","fm4_1",FALSE,"17484","tact11",56,"EDU1-5","Male","T"
13145,"csp_7_1","fm1_1",FALSE,"17484","tact21",81,"EDU1-1","Male","T"
13146,"csp_4_7","fm4_2",FALSE,"17485","tact11",60,"EDU1-3","Male","L"
13147,"csp_2_1","fm4_4",FALSE,"17485","tact11",59,"EDU1-3","Female","T"
13150,"csp_3_1","fm4_1",FALSE,"18003","tact11",31,"EDU1-3","Female","L"
13151,"csp_6_3","fm4_1",FALSE,"18003","tact11",62,"EDU1-3","Male","L"
13153,"csp_7_7","fm4_4",FALSE,"18003","tact21",80,"EDU1-1","Female","L"
13154,"csp_8_5","fm3_2",TRUE,"18004","tact22",16,"EDU3","Male","T"
13155,"csp_7_2","fm4_4",FALSE,"18004","tact21",74,"EDU1-3","Male","T"
13157,"csp_5_4","fm2_0",FALSE,"18006","tact12",62,"EDU1-3","Male","T"
13159,"csp_6_7","fm4_4",FALSE,"18009","tact12",22,"EDU3","Male","L"
13162,"csp_4_6","fm4_1",FALSE,"18011","tact11",59,"EDU1-5","Female","L"
13164,"csp_5_2","fm4_4",FALSE,"18012","tact11",31,"EDU3","Female","L"
13165,"csp_7_7","fm1_2",FALSE,"18015","tact21",79,"EDU1-2","Female","L"
13167,"csp_7_8","fm4_4",FALSE,"18015","tact21",80,"EDU2","Male","L"
13169,"csp_6_3","fm1_1",FALSE,"18015","tact12",46,"EDU1-3","Male","L"
13170,"csp_8_6","fm4_4",FALSE,"18015","tact24",64,"EDU1","Female","T"
13173,"csp_2_2","fm1_2",FALSE,"18015","tact11",61,"EDU1-7","Female","T"
13174,"csp_5_2","fm4_1",FALSE,"18015","tact11",35,"EDU1-6","Female","L"
13175,"csp_6_7","fm4_1",FALSE,"18015","tact11",59,"EDU3","Female","L"
13176,"csp_4_2","fm3_1",FALSE,"18015","tact11",45,"EDU1-5","Male","L"
13178,"csp_7_7","fm1_2",FALSE,"18015","tact21",83,"EDU1-3","Female","T"
13179,"csp_4_7","fm4_2",FALSE,"18016","tact11",62,"EDU1-3","Male","L"
13181,"csp_8_5","fm3_2",TRUE,"18018","tact22",16,"EDU3","Male","T"
13182,"csp_7_4","fm1_2",FALSE,"18018","tact21",78,"EDU1-2","Female","T"
13183,"csp_4_3","fm4_1",FALSE,"18018","tact11",27,"EDU1-7","Female","L"
13184,"csp_7_7","fm4_4",FALSE,"18018","tact21",80,"EDU1-1","Female","T"
13185,"csp_4_8","fm4_1",FALSE,"18020","tact11",48,"EDU1-5","Male","L"
13189,"csp_7_5","fm4_4",FALSE,"18023","tact21",74,"EDU1-4","Male","T"
13190,"csp_8_5","fm4_2",FALSE,"18023","tact24",24,"EDU2","Female","T"
13192,"csp_7_5","fm4_4",FALSE,"18026","tact21",69,"EDU1-3","Male","T"
13194,"csp_5_6","fm4_3",FALSE,"18029","tact11",30,"EDU1-5","Female","L"
13196,"csp_5_5","fm1_2",FALSE,"18032","tact11",44,"EDU3","Female","L"
13200,"csp_7_2","fm3_1",FALSE,"18033","tact21",78,"EDU1-3","Male","T"
13201,"csp_7_8","fm4_2",FALSE,"18033","tact21",92,"EDU1-2","Female","L"
13202,"csp_6_7","fm4_1",FALSE,"18033","tact11",58,"EDU1-2","Male","L"
13203,"csp_7_2","fm1_2",FALSE,"18033","tact21",69,"EDU1-3","Female","T"
13205,"csp_8_4","fm4_1",TRUE,"18033","tact22",20,"EDU1-3","Female","L"
13206,"csp_5_6","fm4_1",FALSE,"18033","tact11",56,"EDU1-3","Female","L"
13208,"csp_8_6","fm4_4",TRUE,"18033","tact21",66,"EDU1-3","Male","T"
13209,"csp_7_2","fm4_3",FALSE,"18033","tact21",83,"EDU1-3","Male","T"
13210,"csp_5_5","fm3_2",FALSE,"18033","tact11",35,"EDU1-6","Female","L"
13213,"csp_5_2","fm1_2",FALSE,"18033","tact11",39,"EDU1-7","Female","T"
13214,"csp_5_5","fm4_3",TRUE,"18033","tact11",31,"EDU1-6","Female","T"
13216,"csp_7_5","fm4_4",FALSE,"18033","tact21",73,"EDU1-8","Male","L"
13219,"csp_7_5","fm1_2",FALSE,"18033","tact21",91,"EDU1-1","Female","T"
13221,"csp_5_5","fm4_1",FALSE,"18033","tact11",60,"EDU1-3","Female","T"
13224,"csp_7_8","fm4_4",FALSE,"18033","tact21",58,"EDU1-3","Male","T"
13226,"csp_7_5","fm3_2",FALSE,"18033","tact21",68,"EDU1-6","Female","T"
13227,"csp_4_7","fm4_1",FALSE,"18033","tact11",54,"EDU1-6","Male","L"
13228,"csp_7_8","fm4_4",FALSE,"18033","tact21",75,"EDU1-3","Female","L"
13229,"csp_4_5","fm4_1",FALSE,"18033","tact11",36,"EDU1-7","Female","L"
13230,"csp_5_2","fm4_1",FALSE,"18033","tact11",38,"EDU3","Female","L"
13233,"csp_7_5","fm3_2",FALSE,"18033","tact21",89,"EDU1-1","Female","T"
13234,"csp_7_7","fm1_2",FALSE,"18033","tact21",67,"EDU1-6","Female","T"
13236,"csp_5_4","fm1_2",FALSE,"18033","tact11",45,"EDU1-5","Female","L"
13237,"csp_6_2","fm4_2",FALSE,"18033","tact11",47,"EDU1-7","Male","T"
13239,"csp_5_6","fm1_2",TRUE,"18033","tact12",21,"EDU1-4","Female","L"
13240,"csp_7_7","fm4_4",FALSE,"18033","tact21",88,"EDU1-1","Female","T"
13241,"csp_7_5","fm1_2",FALSE,"18033","tact21",80,"EDU1-3","Female","T"
13247,"csp_7_4","fm4_4",FALSE,"18033","tact21",72,"EDU1-6","Male","L"
13249,"csp_7_7","fm4_4",FALSE,"18033","tact21",80,"EDU1-1","Female","L"
13252,"csp_5_4","fm1_2",FALSE,"18033","tact11",51,"EDU1-4","Female","L"
13253,"csp_8_4","fm4_2",FALSE,"18033","tact22",26,"EDU1-6","Female","L"
13255,"csp_8_4","fm4_1",TRUE,"18033","tact22",22,"EDU1-3","Male","L"
13256,"csp_7_5","fm4_4",FALSE,"18033","tact21",71,"EDU1-5","Male","L"
13259,"csp_5_4","fm4_1",FALSE,"18033","tact11",34,"EDU1-5","Female","L"
13263,"csp_6_2","fm1_2",FALSE,"18033","tact11",39,"EDU1-5","Female","L"
13264,"csp_6_3","fm4_2",FALSE,"18033","tact11",50,"EDU2","Male","L"
13265,"csp_5_6","fm4_1",FALSE,"18033","tact11",38,"EDU1-3","Female","L"
13266,"csp_5_2","fm4_1",FALSE,"18033","tact11",45,"EDU1-3","Male","L"
13269,"csp_7_7","fm1_2",FALSE,"18033","tact21",82,"EDU1-3","Female","T"
13270,"csp_7_8","fm4_4",FALSE,"18033","tact21",77,"EDU1-1","Female","L"
13271,"csp_6_3","fm4_1",FALSE,"18033","tact12",27,"EDU1-2","Male","L"
13272,"csp_4_7","fm4_1",FALSE,"18033","tact11",34,"EDU1-3","Male","L"
13273,"csp_3_3","fm4_4",FALSE,"18033","tact11",58,"EDU1-8","Male","L"
13275,"csp_8_4","fm4_1",TRUE,"18033","tact22",23,"EDU1-4","Male","L"
13276,"csp_5_6","fm4_1",FALSE,"18033","tact11",31,"EDU1-3","Female","L"
13277,"csp_5_3","fm4_1",FALSE,"18033","tact11",28,"EDU1-4","Male","L"
13278,"csp_4_3","fm3_2",TRUE,"18033","tact11",50,"EDU1-6","Female","T"
13279,"csp_2_1","fm2_0",FALSE,"18033","tact11",55,"EDU1-3","Male","T"
13280,"csp_8_5","fm4_1",FALSE,"18033","tact25",63,"EDU1","Male","T"
13285,"csp_7_8","fm4_4",FALSE,"18033","tact21",76,"EDU2","Female","L"
13286,"csp_7_7","fm4_2",FALSE,"18033","tact21",95,"EDU1-6","Female","T"
13287,"csp_2_1","fm4_1",FALSE,"18033","tact11",56,"EDU3","Male","T"
13295,"csp_4_7","fm4_1",FALSE,"18033","tact11",40,"EDU1-3","Male","L"
13296,"csp_2_3","fm1_1",TRUE,"18033","tact11",18,"EDU1-3","Male","T"
13298,"csp_7_1","fm1_2",FALSE,"18033","tact21",79,"EDU1-1","Female","T"
13300,"csp_8_4","fm4_2",TRUE,"18033","tact22",21,"EDU1-2","Male","L"
13301,"csp_5_4","fm1_2",FALSE,"18033","tact11",42,"EDU1-4","Female","L"
13302,"csp_5_2","fm4_1",FALSE,"18033","tact11",35,"EDU1-6","Female","L"
13304,"csp_7_5","fm4_4",FALSE,"18033","tact21",81,"EDU1-5","Male","T"
13305,"csp_5_6","fm4_2",FALSE,"18035","tact12",45,"EDU3","Female","T"
13307,"csp_5_2","fm3_2",FALSE,"18037","tact11",44,"EDU1-5","Female","T"
13308,"csp_4_5","fm4_1",FALSE,"18037","tact11",63,"EDU1-3","Male","L"
13312,"csp_7_5","fm4_4",FALSE,"18043","tact21",75,"EDU1-3","Male","T"
13315,"csp_7_5","fm1_2",FALSE,"18047","tact21",82,"EDU1-2","Female","L"
13316,"csp_6_7","fm3_2",FALSE,"18047","tact11",52,"EDU1-3","Male","L"
13318,"csp_8_5","fm1_1",TRUE,"18050","tact25",34,"EDU2","Male","T"
13321,"csp_7_5","fm1_2",FALSE,"18050","tact21",82,"EDU1-4","Female","T"
13322,"csp_6_3","fm4_1",FALSE,"18050","tact11",37,"EDU1-3","Male","L"
13325,"csp_6_9","fm4_1",FALSE,"18052","tact11",23,"EDU1-3","Male","L"
13327,"csp_7_4","fm4_4",FALSE,"18054","tact21",72,"EDU1-6","Male","L"
13331,"csp_5_5","fm4_1",FALSE,"18057","tact11",60,"EDU1-3","Female","L"
13335,"csp_7_5","fm4_4",FALSE,"18058","tact21",85,"EDU1-1","Male","T"
13339,"csp_8_5","fm3_2",FALSE,"18059","tact25",56,"EDU3","Male","T"
13341,"csp_6_7","fm1_2",FALSE,"18062","tact11",46,"EDU1-3","Female","T"
13342,"csp_7_8","fm4_4",FALSE,"18065","tact21",92,"EDU2","Female","T"
13344,"csp_7_5","fm1_1",FALSE,"18074","tact21",85,"EDU1-3","Male","T"
13345,"csp_6_4","fm4_2",FALSE,"18075","tact11",55,"EDU2","Male","L"
13348,"csp_7_2","fm4_4",FALSE,"18076","tact21",83,"EDU1-3","Female","T"
13350,"csp_5_4","fm1_2",FALSE,"18079","tact11",86,"EDU1-3","Female","T"
13351,"csp_7_7","fm4_3",FALSE,"18079","tact21",63,"EDU1-2","Male","T"
13352,"csp_2_1","fm4_3",FALSE,"18081","tact11",33,"EDU1-4","Female","L"
13353,"csp_8_5","fm4_4",FALSE,"18081","tact25",22,"EDU1","Male","T"
13357,"csp_7_7","fm4_2",FALSE,"18087","tact21",68,"EDU1-2","Female","T"
13358,"csp_8_5","fm4_2",FALSE,"18087","tact25",48,"EDU1-5","Female","T"
13359,"csp_7_5","fm4_3",FALSE,"18087","tact21",80,"EDU1-5","Male","T"
13362,"csp_1_1","fm4_1",FALSE,"18087","tact11",48,"EDU1-8","Male","T"
13363,"csp_8_6","fm4_1",FALSE,"18089","tact25",89,"EDU1-1","Female","T"
13365,"csp_7_2","fm1_1",FALSE,"18090","tact21",84,"EDU1-2","Male","T"
13366,"csp_6_4","fm4_1",FALSE,"18091","tact11",47,"EDU1-3","Female","L"
13367,"csp_6_5","fm4_1",FALSE,"18092","tact11",54,"EDU1-2","Female","L"
13368,"csp_3_4","fm4_1",FALSE,"18092","tact11",54,"EDU1-7","Female","T"
13371,"csp_2_1","fm4_1",FALSE,"18096","tact11",53,"EDU1-3","Male","T"
13372,"csp_2_2","fm4_1",FALSE,"18097","tact11",51,"EDU3","Male","T"
13373,"csp_2_1","fm3_2",FALSE,"18097","tact12",49,"EDU1-3","Female","T"
13374,"csp_6_2","fm1_1",FALSE,"18097","tact11",54,"EDU1-3","Male","L"
13380,"csp_4_6","fm3_1",FALSE,"18102","tact11",38,"EDU1-4","Male","L"
13382,"csp_3_7","fm4_3",FALSE,"18103","tact11",60,"EDU1-5","Female","T"
13385,"csp_5_4","fm3_2",FALSE,"18106","tact12",38,"EDU1-7","Female","T"
13388,"csp_7_5","fm4_4",FALSE,"18108","tact21",72,"EDU1-7","Male","T"
13389,"csp_6_2","fm1_1",FALSE,"18108","tact11",44,"EDU1-3","Male","L"
13390,"csp_7_7","fm4_4",FALSE,"18108","tact21",73,"EDU1-6","Female","L"
13392,"csp_7_7","fm1_2",FALSE,"18109","tact21",79,"EDU1-1","Female","T"
13394,"csp_6_4","fm4_4",FALSE,"18110","tact11",57,"EDU1-3","Male","L"
13399,"csp_5_2","fm4_1",FALSE,"18120","tact11",34,"EDU1-3","Female","L"
13402,"csp_5_5","fm4_4",FALSE,"18125","tact11",39,"EDU1-5","Female","L"
13404,"csp_6_2","fm1_1",FALSE,"18125","tact11",35,"EDU1-6","Male","L"
13405,"csp_7_8","fm1_2",FALSE,"18125","tact21",88,"EDU1-1","Female","T"
13408,"csp_8_4","fm4_2",TRUE,"18127","tact22",21,"EDU1-2","Male","L"
13411,"csp_6_3","fm4_1",FALSE,"18133","tact11",41,"EDU1-5","Male","L"
13413,"csp_5_4","fm4_1",FALSE,"18133","tact11",25,"EDU1-6","Female","L"
13414,"csp_8_4","fm1_2",TRUE,"18134","tact22",18,"EDU1-4","Female","T"
13416,"csp_7_4","fm4_4",FALSE,"18137","tact21",82,"EDU1-1","Male","T"
13418,"csp_7_5","fm4_1",FALSE,"18138","tact21",101,"EDU1-1","Female","T"
13419,"csp_5_4","fm4_1",FALSE,"18138","tact11",25,"EDU1-7","Female","L"
13421,"csp_7_5","fm4_4",FALSE,"18141","tact21",69,"EDU1-3","Male","T"
13422,"csp_7_8","fm1_2",FALSE,"18141","tact21",72,"EDU3","Female","T"
13424,"csp_7_5","fm1_2",FALSE,"18141","tact21",64,"EDU1-3","Female","L"
13425,"csp_7_7","fm4_4",FALSE,"18141","tact21",74,"EDU1-1","Female","T"
13426,"csp_5_6","fm3_2",FALSE,"18141","tact11",27,"EDU1-6","Female","L"
13429,"csp_5_4","fm4_1",FALSE,"18141","tact11",51,"EDU1-6","Female","L"
13430,"csp_6_4","fm4_1",FALSE,"18142","tact11",45,"EDU1-3","Male","L"
13432,"csp_7_5","fm4_4",FALSE,"18144","tact21",64,"EDU1-6","Male","T"
13436,"csp_4_3","fm3_2",FALSE,"18146","tact12",35,"EDU1-2","Female","T"
13437,"csp_8_4","fm4_3",TRUE,"18147","tact22",15,"EDU2","Female","T"
13439,"csp_3_7","fm4_1",FALSE,"18148","tact11",31,"EDU1-6","Male","T"
13441,"csp_3_7","fm4_1",FALSE,"18148","tact11",30,"EDU1-8","Female","L"
13442,"csp_4_7","fm4_1",FALSE,"18152","tact11",28,"EDU1-7","Male","L"
13444,"csp_5_2","fm4_1",FALSE,"18157","tact11",58,"EDU1-3","Male","L"
13445,"csp_6_8","fm2_0",FALSE,"18157","tact11",59,"EDU1-3","Female","T"
13447,"csp_8_5","fm3_1",TRUE,"18159","tact22",17,"EDU3","Female","T"
13452,"csp_3_7","fm1_1",FALSE,"18169","tact11",41,"EDU1-8","Male","L"
13453,"csp_4_6","fm4_1",FALSE,"18169","tact11",56,"EDU1-4","Female","L"
13458,"csp_6_7","fm4_4",FALSE,"18173","tact12",35,"EDU1-8","Male","L"
13459,"csp_7_7","fm1_2",FALSE,"18175","tact21",86,"EDU2","Female","L"
13461,"csp_6_8","fm3_2",TRUE,"18179","tact11",17,"EDU3","Male","T"
13462,"csp_3_3","fm4_1",FALSE,"18179","tact11",43,"EDU1-6","Female","T"
13464,"csp_4_8","fm4_3",FALSE,"18180","tact12",61,"EDU1-3","Male","T"
13465,"csp_8_5","fm4_4",FALSE,"18180","tact25",37,"EDU1","Female","T"
13467,"csp_5_5","fm4_1",FALSE,"18180","tact11",38,"EDU1-6","Male","T"
13468,"csp_6_2","fm1_1",FALSE,"18185","tact11",48,"EDU1-3","Male","L"
13471,"csp_7_7","fm1_2",TRUE,"18188","tact21",63,"EDU1-3","Female","T"
13472,"csp_8_6","fm4_4",FALSE,"18188","tact21",85,"EDU2","Female","T"
13473,"csp_8_5","fm4_4",FALSE,"18190","tact25",58,"EDU1-3","Female","T"
13474,"csp_6_5","fm4_1",FALSE,"18190","tact11",47,"EDU1-4","Male","L"
13476,"csp_7_8","fm1_2",FALSE,"18193","tact21",72,"EDU3","Female","T"
13477,"csp_6_3","fm1_1",FALSE,"18193","tact11",47,"EDU1-3","Male","L"
13480,"csp_8_5","fm4_3",FALSE,"18197","tact25",59,"EDU1-3","Male","T"
13481,"csp_7_7","fm4_4",FALSE,"18197","tact21",62,"EDU1-3","Female","L"
13482,"csp_3_1","fm4_1",FALSE,"18197","tact11",48,"EDU1-8","Female","T"
13483,"csp_5_4","fm4_1",FALSE,"18197","tact11",56,"EDU1-4","Female","L"
13486,"csp_7_7","fm4_4",FALSE,"18197","tact21",72,"EDU1-3","Male","T"
13491,"csp_3_7","fm1_1",FALSE,"18198","tact11",51,"EDU1-8","Male","L"
13493,"csp_7_7","fm4_4",FALSE,"18199","tact21",85,"EDU3","Female","T"
13496,"csp_5_2","fm1_2",FALSE,"18205","tact11",56,"EDU1-3","Female","T"
13501,"csp_7_8","fm4_4",FALSE,"18205","tact21",77,"EDU1-1","Female","T"
13503,"csp_3_7","fm1_2",FALSE,"18205","tact12",22,"EDU1-7","Female","T"
13504,"csp_7_7","fm1_2",FALSE,"18205","tact21",79,"EDU1","Female","T"
13505,"csp_7_7","fm1_2",FALSE,"18205","tact21",85,"EDU3","Female","T"
13510,"csp_5_2","fm4_4",FALSE,"18205","tact11",58,"EDU1-3","Male","L"
13511,"csp_2_1","fm4_1",FALSE,"18205","tact11",25,"EDU1-3","Male","T"
13515,"csp_1_1","fm4_2",FALSE,"18206","tact11",54,"EDU1-3","Male","L"
13516,"csp_6_3","fm3_2",TRUE,"18206","tact11",41,"EDU1-5","Male","T"
13518,"csp_5_2","fm4_3",FALSE,"18206","tact11",61,"EDU1-6","Female","L"
13519,"csp_7_7","fm4_4",FALSE,"18207","tact21",74,"EDU1-1","Female","T"
13520,"csp_7_1","fm4_4",FALSE,"18207","tact21",90,"EDU1-1","Female","T"
13521,"csp_3_4","fm4_1",FALSE,"18207","tact11",50,"EDU1-7","Female","T"
13523,"csp_7_8","fm1_2",FALSE,"18207","tact21",72,"EDU3","Female","T"
13525,"csp_3_1","fm4_2",FALSE,"18207","tact11",73,"EDU1-4","Male","L"
13526,"csp_8_5","fm1_2",FALSE,"18207","tact25",59,"EDU1-3","Female","T"
13527,"csp_5_2","fm4_1",FALSE,"18207","tact11",61,"EDU3","Male","T"
13530,"csp_5_2","fm4_1",FALSE,"18208","tact11",18,"EDU1-4","Female","L"
13531,"csp_7_1","fm4_4",FALSE,"18209","tact21",90,"EDU1-1","Female","T"
13532,"csp_4_2","fm4_1",FALSE,"18213","tact11",39,"EDU1-8","Male","T"
13533,"csp_5_2","fm4_3",FALSE,"18213","tact11",51,"EDU1-3","Female","T"
13535,"csp_5_6","fm4_1",FALSE,"18213","tact11",43,"EDU1-5","Female","T"
13536,"csp_7_7","fm4_4",FALSE,"18213","tact21",71,"EDU1-3","Male","T"
13537,"csp_7_2","fm1_1",FALSE,"18216","tact21",70,"EDU1-3","Male","T"
13538,"csp_5_2","fm4_2",FALSE,"18216","tact12",31,"EDU3","Female","T"
13542,"csp_7_5","fm4_4",FALSE,"18221","tact21",71,"EDU1-7","Female","T"
13544,"csp_5_4","fm4_1",FALSE,"18223","tact11",44,"EDU1-5","Male","L"
13545,"csp_7_4","fm4_4",FALSE,"18224","tact21",72,"EDU1-8","Male","T"
13548,"csp_3_7","fm3_2",FALSE,"18231","tact11",48,"EDU1-7","Female","T"
13549,"csp_7_5","fm1_2",FALSE,"18231","tact21",74,"EDU1-1","Female","T"
13550,"csp_6_3","fm4_1",FALSE,"18233","tact11",37,"EDU1-3","Male","L"
13552,"csp_7_5","fm4_4",FALSE,"18235","tact21",67,"EDU1-7","Female","T"
